"iso_3","tax","variable","year","value","country","iso_2"
"COL","5000 Consumption","% of Total Revenue","2000",46.343,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2001",7.878,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2001",45.463,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2002",7.554,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2002",44.037,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2003",7.957,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2003",46.017,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2004",7.893,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2004",43.925,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2005",8.181,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2005",44.807,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2006",8.727,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2006",45.293,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2007",8.58,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2007",44.459,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2008",8.67,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2008",45.555,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2009",8.023,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2009",42.637,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2010",8.163,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2010",45.108,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2011",8.341,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2011",44.058,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2012",7.988,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2012",40.505,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2013",7.742,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2013",38.668,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2014",7.992,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2014",40.878,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2015",8.167,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2015",41.032,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2016",7.752,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2016",40.633,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2017",8.189,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2017",43.14,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2018",8.257,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2018",42.779,"Colombia","CO"
"COL","5000 Consumption","% of GDP","2019",8.45,"Colombia","CO"
"COL","5000 Consumption","% of Total Revenue","2019",42.943,"Colombia","CO"
"COL","5111 VAT","% of GDP","1990",2.565,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1990",22.605,"Colombia","CO"
"COL","5111 VAT","% of GDP","1991",2.902,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1991",21.793,"Colombia","CO"
"COL","5111 VAT","% of GDP","1992",3.336,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1992",23.986,"Colombia","CO"
"COL","5111 VAT","% of GDP","1993",3.389,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1993",23.583,"Colombia","CO"
"COL","5111 VAT","% of GDP","1994",4.098,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1994",26.027,"Colombia","CO"
"COL","5111 VAT","% of GDP","1995",3.951,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1995",24.645,"Colombia","CO"
"COL","5111 VAT","% of GDP","1996",4.493,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1996",26.892,"Colombia","CO"
"COL","5111 VAT","% of GDP","1997",4.49,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1997",25.829,"Colombia","CO"
"COL","5111 VAT","% of GDP","1998",4.182,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1998",25.575,"Colombia","CO"
"COL","5111 VAT","% of GDP","1999",3.991,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","1999",24.63,"Colombia","CO"
"COL","5111 VAT","% of GDP","2000",4.329,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2000",27.602,"Colombia","CO"
"COL","5111 VAT","% of GDP","2001",4.704,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2001",27.146,"Colombia","CO"
"COL","5111 VAT","% of GDP","2002",4.564,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2002",26.608,"Colombia","CO"
"COL","5111 VAT","% of GDP","2003",4.94,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2003",28.569,"Colombia","CO"
"COL","5111 VAT","% of GDP","2004",4.976,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2004",27.694,"Colombia","CO"
"COL","5111 VAT","% of GDP","2005",5.157,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2005",28.243,"Colombia","CO"
"COL","5111 VAT","% of GDP","2006",5.651,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2006",29.328,"Colombia","CO"
"COL","5111 VAT","% of GDP","2007",5.456,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2007",28.269,"Colombia","CO"
"COL","5111 VAT","% of GDP","2008",5.679,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2008",29.84,"Colombia","CO"
"COL","5111 VAT","% of GDP","2009",5.166,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2009",27.453,"Colombia","CO"
"COL","5111 VAT","% of GDP","2010",5.296,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2010",29.264,"Colombia","CO"
"COL","5111 VAT","% of GDP","2011",5.669,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2011",29.945,"Colombia","CO"
"COL","5111 VAT","% of GDP","2012",5.45,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2012",27.636,"Colombia","CO"
"COL","5111 VAT","% of GDP","2013",4.851,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2013",24.23,"Colombia","CO"
"COL","5111 VAT","% of GDP","2014",5.079,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2014",25.98,"Colombia","CO"
"COL","5111 VAT","% of GDP","2015",5.177,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2015",26.012,"Colombia","CO"
"COL","5111 VAT","% of GDP","2016",4.848,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2016",25.412,"Colombia","CO"
"COL","5111 VAT","% of GDP","2017",5.499,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2017",28.969,"Colombia","CO"
"COL","5111 VAT","% of GDP","2018",5.668,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2018",29.364,"Colombia","CO"
"COL","5111 VAT","% of GDP","2019",5.83,"Colombia","CO"
"COL","5111 VAT","% of Total Revenue","2019",29.63,"Colombia","CO"
"COL","5112 Sales","% of GDP","1990",0.393,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1990",3.462,"Colombia","CO"
"COL","5112 Sales","% of GDP","1991",0.408,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1991",3.061,"Colombia","CO"
"COL","5112 Sales","% of GDP","1992",0.414,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1992",2.977,"Colombia","CO"
"COL","5112 Sales","% of GDP","1993",0.447,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1993",3.108,"Colombia","CO"
"COL","5112 Sales","% of GDP","1994",0.547,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1994",3.477,"Colombia","CO"
"COL","5112 Sales","% of GDP","1995",0.544,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1995",3.392,"Colombia","CO"
"COL","5112 Sales","% of GDP","1996",0.61,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1996",3.651,"Colombia","CO"
"COL","5112 Sales","% of GDP","1997",0.623,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1997",3.585,"Colombia","CO"
"COL","5112 Sales","% of GDP","1998",0.682,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1998",4.17,"Colombia","CO"
"COL","5112 Sales","% of GDP","1999",0.672,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","1999",4.146,"Colombia","CO"
"COL","5112 Sales","% of GDP","2000",0.584,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2000",3.726,"Colombia","CO"
"COL","5112 Sales","% of GDP","2001",0.604,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2001",3.488,"Colombia","CO"
"COL","5112 Sales","% of GDP","2002",0.629,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2002",3.67,"Colombia","CO"
"COL","5112 Sales","% of GDP","2003",0.713,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2003",4.123,"Colombia","CO"
"COL","5112 Sales","% of GDP","2004",0.722,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2004",4.017,"Colombia","CO"
"COL","5112 Sales","% of GDP","2005",0.742,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2005",4.062,"Colombia","CO"
"COL","5112 Sales","% of GDP","2006",0.798,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2006",4.139,"Colombia","CO"
"COL","5112 Sales","% of GDP","2007",0.824,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2007",4.272,"Colombia","CO"
"COL","5112 Sales","% of GDP","2008",0.841,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2008",4.421,"Colombia","CO"
"COL","5112 Sales","% of GDP","2009",0.852,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2009",4.53,"Colombia","CO"
"COL","5112 Sales","% of GDP","2010",0.831,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2010",4.593,"Colombia","CO"
"COL","5112 Sales","% of GDP","2011",0.797,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2011",4.208,"Colombia","CO"
"COL","5112 Sales","% of GDP","2012",0.831,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2012",4.214,"Colombia","CO"
"COL","5112 Sales","% of GDP","2013",0.817,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2013",4.082,"Colombia","CO"
"COL","5112 Sales","% of GDP","2014",0.845,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2014",4.323,"Colombia","CO"
"COL","5112 Sales","% of GDP","2015",0.873,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2015",4.386,"Colombia","CO"
"COL","5112 Sales","% of GDP","2016",0.866,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2016",4.537,"Colombia","CO"
"COL","5112 Sales","% of GDP","2017",0.863,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2017",4.547,"Colombia","CO"
"COL","5112 Sales","% of GDP","2018",0.856,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2018",4.433,"Colombia","CO"
"COL","5112 Sales","% of GDP","2019",0.875,"Colombia","CO"
"COL","5112 Sales","% of Total Revenue","2019",4.448,"Colombia","CO"
"COL","5121 Excise","% of GDP","1990",1.78,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1990",15.689,"Colombia","CO"
"COL","5121 Excise","% of GDP","1991",1.764,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1991",13.247,"Colombia","CO"
"COL","5121 Excise","% of GDP","1992",1.787,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1992",12.849,"Colombia","CO"
"COL","5121 Excise","% of GDP","1993",1.637,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1993",11.389,"Colombia","CO"
"COL","5121 Excise","% of GDP","1994",1.523,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1994",9.676,"Colombia","CO"
"COL","5121 Excise","% of GDP","1995",1.426,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1995",8.897,"Colombia","CO"
"COL","5121 Excise","% of GDP","1996",1.444,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1996",8.644,"Colombia","CO"
"COL","5121 Excise","% of GDP","1997",1.282,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1997",7.378,"Colombia","CO"
"COL","5121 Excise","% of GDP","1998",1.138,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1998",6.958,"Colombia","CO"
"COL","5121 Excise","% of GDP","1999",1.176,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","1999",7.256,"Colombia","CO"
"COL","5121 Excise","% of GDP","2000",1.393,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2000",8.885,"Colombia","CO"
"COL","5121 Excise","% of GDP","2001",1.488,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2001",8.59,"Colombia","CO"
"COL","5121 Excise","% of GDP","2002",1.394,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2002",8.125,"Colombia","CO"
"COL","5121 Excise","% of GDP","2003",1.41,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2003",8.152,"Colombia","CO"
"COL","5121 Excise","% of GDP","2004",1.373,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2004",7.642,"Colombia","CO"
"COL","5121 Excise","% of GDP","2005",1.365,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2005",7.477,"Colombia","CO"
"COL","5121 Excise","% of GDP","2006",1.291,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2006",6.702,"Colombia","CO"
"COL","5121 Excise","% of GDP","2007",1.231,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2007",6.381,"Colombia","CO"
"COL","5121 Excise","% of GDP","2008",1.184,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2008",6.222,"Colombia","CO"
"COL","5121 Excise","% of GDP","2009",1.143,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2009",6.072,"Colombia","CO"
"COL","5121 Excise","% of GDP","2010",1.112,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2010",6.147,"Colombia","CO"
"COL","5121 Excise","% of GDP","2011",1.147,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2011",6.058,"Colombia","CO"
"COL","5121 Excise","% of GDP","2012",1.113,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2012",5.643,"Colombia","CO"
"COL","5121 Excise","% of GDP","2013",1.393,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2013",6.959,"Colombia","CO"
"COL","5121 Excise","% of GDP","2014",1.406,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2014",7.19,"Colombia","CO"
"COL","5121 Excise","% of GDP","2015",1.418,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2015",7.126,"Colombia","CO"
"COL","5121 Excise","% of GDP","2016",1.426,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2016",7.475,"Colombia","CO"
"COL","5121 Excise","% of GDP","2017",1.262,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2017",6.648,"Colombia","CO"
"COL","5121 Excise","% of GDP","2018",1.223,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2018",6.338,"Colombia","CO"
"COL","5121 Excise","% of GDP","2019",1.223,"Colombia","CO"
"COL","5121 Excise","% of Total Revenue","2019",6.216,"Colombia","CO"
"CZE","5000 Consumption","% of GDP","1993",12.239,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","1993",33.319,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","1994",11.887,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","1994",33.504,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","1995",11.089,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","1995",32.145,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","1996",10.896,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","1996",32.911,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","1997",10.366,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","1997",31.04,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","1998",10.005,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","1998",30.976,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","1999",10.595,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","1999",31.987,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2000",10.181,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2000",31.488,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2001",9.888,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2001",30.514,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2002",9.88,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2002",29.692,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2003",10.098,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2003",29.614,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2004",10.877,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2004",31.534,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2005",10.851,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2005",31.698,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2006",10.354,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2006",30.596,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2007",10.351,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2007",30.351,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2008",10.645,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2008",31.967,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2009",10.811,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2009",33.692,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2010",10.879,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2010",33.755,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2011",11.312,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2011",34.254,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2012",34.348,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2012",11.485,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2013",34.653,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2013",11.682,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2014",33.397,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2014",10.972,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2015",33.979,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2015",11.258,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2016",11.403,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2016",33.508,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2017",11.496,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2017",33.382,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2018",11.293,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2018",32.278,"Czech Republic","CZ"
"CZE","5000 Consumption","% of GDP","2019",11.165,"Czech Republic","CZ"
"CZE","5000 Consumption","% of Total Revenue","2019",31.968,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","1993",17.619,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","1993",6.472,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","1994",17.568,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","1994",6.233,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","1995",16.647,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","1995",5.743,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","1996",17.762,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","1996",5.881,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","1997",17.404,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","1997",5.812,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","1998",17.452,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","1998",5.637,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","1999",18.435,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","1999",6.106,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","2000",18.304,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","2000",5.919,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","2001",17.935,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","2001",5.812,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","2002",17.325,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","2002",5.765,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","2003",17.06,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","2003",5.817,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","2004",19.272,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","2004",6.648,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","2005",6.547,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","2005",19.125,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","2006",17.886,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","2006",6.053,"Czech Republic","CZ"
"CZE","5111 VAT","% of Total Revenue","2007",17.648,"Czech Republic","CZ"
"CZE","5111 VAT","% of GDP","2007",6.019,"Czech Republic","CZ"
